text,label,n_chars,n_words,n_hashtags,n_mentions,n_urls,n_numbers,has_cashtag,text_lemma,text_stem,text_transformer
$PHAT - Phathom Pharmaceuticals EPS of -$9.30 https://t.co/evgyMKDbZn,0,69,8,0,0,1,1,True,ticker phathom pharmaceutical eps,ticker phathom pharmaceut ep,$PHAT - Phathom Pharmaceuticals EPS of -$9.30
$PYX - Pyxus International misses on revenue https://t.co/Yno1XP8GHE,0,68,8,0,0,1,0,True,ticker pyxus international miss revenue,ticker pyxus intern miss revenu,$PYX - Pyxus International misses on revenue
$RCII: Rent-A-Center provides update - March revenues were off by about 5% versus last year https://t.co/Yh2mZAMlK6,0,115,16,0,0,1,1,True,ticker rent center provides update march revenue versus last year,ticker rent center provid updat march revenu versus last year,$RCII: Rent-A-Center provides update - March revenues were off by about 5% versus last year
"$SEAC - SeaChange EPS misses by $0.05, misses on revenue https://t.co/J4uKTQ7uUy",0,80,11,0,0,1,1,True,ticker seachange eps miss miss revenue,ticker seachang ep miss miss revenu,"$SEAC - SeaChange EPS misses by $0.05, misses on revenue"
"$SSL - Sasol warns of 20% profit drop, secures new debt agreements https://t.co/Qw6VMHkhCo",0,90,13,0,0,1,1,True,ticker sasol warns profit drop secures new debt agreement,ticker sasol warn profit drop secur new debt agreement,"$SSL - Sasol warns of 20% profit drop, secures new debt agreements"
$WTER - Alkaline Water misses on revenue https://t.co/FKdcGbqdNN,0,64,8,0,0,1,0,True,ticker alkaline water miss revenue,ticker alkalin water miss revenu,$WTER - Alkaline Water misses on revenue
21Vianet Group misses on revenue,0,32,5,0,0,0,0,False,vianet group miss revenue,vianet group miss revenu,21Vianet Group misses on revenue
"AGCO EPS misses by $0.61, misses on revenue",0,43,8,0,0,0,1,False,agco eps miss miss revenue,agco ep miss miss revenu,"AGCO EPS misses by $0.61, misses on revenue"
"Aker Solutions swings to surprise Q4 net loss, expects drop in 2020 revenue",0,75,13,0,0,0,1,False,aker solution swing surprise net loss expects drop revenue,aker solut swing surpris net loss expect drop revenu,"Aker Solutions swings to surprise Q4 net loss, expects drop in 2020 revenue"
ArcelorMittal misses on revenue,0,31,4,0,0,0,0,False,arcelormittal miss revenue,arcelormitt miss revenu,ArcelorMittal misses on revenue
"Ashland EPS misses by $0.19, misses on revenue",0,46,8,0,0,0,1,False,ashland eps miss miss revenue,ashland ep miss miss revenu,"Ashland EPS misses by $0.19, misses on revenue"
Avantor misses on revenue,0,25,4,0,0,0,0,False,avantor miss revenue,avantor miss revenu,Avantor misses on revenue
"BCE EPS misses by $0.01, misses on revenue",0,42,8,0,0,0,1,False,bce eps miss miss revenue,bce ep miss miss revenu,"BCE EPS misses by $0.01, misses on revenue"
"Beyond Air EPS misses by $0.09, misses on revenue",0,49,9,0,0,0,1,False,beyond air eps miss miss revenue,beyond air ep miss miss revenu,"Beyond Air EPS misses by $0.09, misses on revenue"
"BioHiTech Global EPS misses by $0.11, misses on revenue",0,55,9,0,0,0,1,False,biohitech global eps miss miss revenue,biohitech global ep miss miss revenu,"BioHiTech Global EPS misses by $0.11, misses on revenue"
BJ's Wholesale cuts same-store sales outlook to up 1.3%-1.5% from up 1.5%-2.5%,0,78,12,0,0,0,4,False,wholesale cut store sale outlook,wholesal cut store sale outlook,BJ's Wholesale cuts same-store sales outlook to up 1.3%-1.5% from up 1.5%-2.5%
BJ's Wholesale narrows 2019 EPS outlook to $1.42-$1.50 from $1.44-$1.48,0,71,10,0,0,0,5,False,wholesale narrow eps outlook,wholesal narrow ep outlook,BJ's Wholesale narrows 2019 EPS outlook to $1.42-$1.50 from $1.44-$1.48
Brixmor 2020 FFO guidance comes in on the light side,0,52,10,0,0,0,1,False,brixmor ffo guidance come light side,brixmor ffo guidanc come light side,Brixmor 2020 FFO guidance comes in on the light side
"Canada Goose sees hit to 2020 profit, sales from coronavirus",0,60,10,0,0,0,1,False,canada goose see hit profit sale coronavirus,canada goos see hit profit sale coronavirus,"Canada Goose sees hit to 2020 profit, sales from coronavirus"
"Caterpillar reported lower sales across all three primary segments in the last quarter, adding to the industrial gl... https://t.co/XYlODrAvSu",0,142,19,0,0,1,0,False,caterpillar reported lower sale across three primary segment last quarter adding industrial,caterpillar report lower sale across three primari segment last quarter ad industri,"Caterpillar reported lower sales across all three primary segments in the last quarter, adding to the industrial gl..."
Cboe's Q4 results slide on lower market volatility,0,50,8,0,0,0,0,False,cboe result slide lower market volatility,cboe result slide lower market volatil,Cboe's Q4 results slide on lower market volatility
"Civista Bancshares EPS misses by $0.01, misses on revenue",0,57,9,0,0,0,1,False,civista bancshares eps miss miss revenue,civista bancshar ep miss miss revenu,"Civista Bancshares EPS misses by $0.01, misses on revenue"
"CNH Industrial EPS misses by $0.01, misses on revenue",0,53,9,0,0,0,1,False,cnh industrial eps miss miss revenue,cnh industri ep miss miss revenu,"CNH Industrial EPS misses by $0.01, misses on revenue"
Costco quarterly revenue misses estimates on weak e-commerce growth,0,67,9,0,0,0,0,False,costco quarterly revenue miss estimate weak commerce growth,costco quarter revenu miss estim weak commerc growth,Costco quarterly revenue misses estimates on weak e-commerce growth
Dassault Systemes Profit Outlook Lags After Virus Warning,0,57,8,0,0,0,0,False,dassault systemes profit outlook lag virus warning,dassault system profit outlook lag virus warn,Dassault Systemes Profit Outlook Lags After Virus Warning
DLH Holdings reports weak margins for Q4,0,40,7,0,0,0,0,False,dlh holding report weak margin,dlh hold report weak margin,DLH Holdings reports weak margins for Q4
"Earnings Miss: Neurocrine Biosciences, Inc. Missed EPS By 52% And Analysts Are Revising Their Forecasts",0,103,15,0,0,0,1,False,earnings miss neurocrine bioscience inc missed eps analyst revising forecast,earn miss neurocrin bioscienc inc miss ep analyst revis forecast,"Earnings Miss: Neurocrine Biosciences, Inc. Missed EPS By 52% And Analysts Are Revising Their Forecasts"
"Earnings Miss: Village Farms International, Inc. Missed EPS And Analysts Are Revising Their Forecasts",0,101,14,0,0,0,0,False,earnings miss village farm international inc missed eps analyst revising forecast,earn miss villag farm intern inc miss ep analyst revis forecast,"Earnings Miss: Village Farms International, Inc. Missed EPS And Analysts Are Revising Their Forecasts"
Equinor misses on revenue,0,25,4,0,0,0,0,False,equinor miss revenue,equinor miss revenu,Equinor misses on revenue
Equinor swings to surprise loss; impairments total $1.4B,0,56,8,0,0,0,1,False,equinor swing surprise loss impairment total,equinor swing surpris loss impair total,Equinor swings to surprise loss; impairments total $1.4B
"Estee Lauder Cuts Profit Outlook Again, Citing Coronavirus",0,58,8,0,0,0,0,False,estee lauder cut profit outlook citing coronavirus,este lauder cut profit outlook cite coronavirus,"Estee Lauder Cuts Profit Outlook Again, Citing Coronavirus"
Estee Lauder Q2 EPS $1.52 vs. $1.55 a year go,0,45,10,0,0,0,2,False,estee lauder eps year,este lauder ep year,Estee Lauder Q2 EPS $1.52 vs. $1.55 a year go
Exponent reports weak margins for Q4,0,36,6,0,0,0,0,False,exponent report weak margin,expon report weak margin,Exponent reports weak margins for Q4
FLEX LNG misses on revenue,0,26,5,0,0,0,0,False,flex lng miss revenue,flex lng miss revenu,FLEX LNG misses on revenue
"ForeScout Technologies EPS misses by $0.03, misses on revenue",0,61,9,0,0,0,1,False,forescout technology eps miss miss revenue,forescout technolog ep miss miss revenu,"ForeScout Technologies EPS misses by $0.03, misses on revenue"
"Frequency Therapeutics EPS misses by $0.05, misses on revenue",0,61,9,0,0,0,1,False,frequency therapeutic eps miss miss revenue,frequenc therapeut ep miss miss revenu,"Frequency Therapeutics EPS misses by $0.05, misses on revenue"
"GameStop $GME reports earnings: 
Net sales: $1.38 billion; decrease of 25.7% 
Diluted loss per share of $1.02",0,111,17,0,0,0,3,True,gamestop ticker report earnings net sale billion decrease diluted loss per share,gamestop ticker report earn net sale billion decreas dilut loss per share,GameStop $GME reports earnings: Net sales: $1.38 billion; decrease of 25.7% Diluted loss per share of $1.02
GameStop plunges more than 17% after missing on EPS and revenue expectations and reporting comp sales down 23.2% vs… https://t.co/SpeK3NOuTF,0,140,20,0,0,1,2,False,gamestop plunge missing eps revenue expectation reporting comp sale,gamestop plung miss ep revenu expect report comp sale,GameStop plunges more than 17% after missing on EPS and revenue expectations and reporting comp sales down 23.2% vs…
"Gorman-Rupp EPS misses by $0.06, misses on revenue",0,50,8,0,0,0,1,False,gorman rupp eps miss miss revenue,gorman rupp ep miss miss revenu,"Gorman-Rupp EPS misses by $0.06, misses on revenue"
Grubhub’s Growth Decelerates for the Fifth Straight Quarter,0,59,8,0,0,0,0,False,grubhub growth decelerates fifth straight quarter,grubhub growth deceler fifth straight quarter,Grubhub’s Growth Decelerates for the Fifth Straight Quarter
Hanesbrands Q4 sales down 1% to $1.75 bln; FactSet consensus $1.75 bln,0,70,12,0,0,0,3,False,hanesbrands sale bln factset consensus bln,hanesbrand sale bln factset consensus bln,Hanesbrands Q4 sales down 1% to $1.75 bln; FactSet consensus $1.75 bln
Henkel : Withdraws 2020 View; 1Q Sales Were Hit by Virus  #Stock #MarketScreener https://t.co/aJ32Gf9E1R https://t.co/drsVsuphd1,0,128,15,2,0,2,1,False,henkel withdraws view sale hit virus stock marketscreener,henkel withdraw view sale hit virus stock marketscreen,Henkel : Withdraws 2020 View; 1Q Sales Were Hit by Virus #Stock #MarketScreener
Home Depot 3Q sales miss expectations,0,37,6,0,0,0,0,False,home depot sale miss expectation,home depot sale miss expect,Home Depot 3Q sales miss expectations
Home Depot cuts sales goal as online push not delivering as expected,0,68,12,0,0,0,0,False,home depot cut sale goal online push delivering expected,home depot cut sale goal onlin push deliv expect,Home Depot cuts sales goal as online push not delivering as expected
Home Depot’s Lower Sales Growth Forecast Highlights The Lack Of Growth In U.S. Corporate Earnings,0,97,15,0,0,0,0,False,home depot lower sale growth forecast highlight lack growth corporate earnings,home depot lower sale growth forecast highlight lack growth corpor earn,Home Depot’s Lower Sales Growth Forecast Highlights The Lack Of Growth In U.S. Corporate Earnings
ICE profit drops 27% on weak growth in transaction and clearing unit,0,68,12,0,0,0,1,False,ice profit drop weak growth transaction clearing unit,ice profit drop weak growth transact clear unit,ICE profit drops 27% on weak growth in transaction and clearing unit
"iMedia Brands EPS misses by $0.03, misses on revenue",0,52,9,0,0,0,1,False,imedia brand eps miss miss revenue,imedia brand ep miss miss revenu,"iMedia Brands EPS misses by $0.03, misses on revenue"
"Kellogg Q4 North America sales fell 7%, Europe sales up 3% and Latin America sales down 2%",0,90,17,0,0,0,3,False,kellogg north america sale fell europe sale latin america sale,kellogg north america sale fell europ sale latin america sale,"Kellogg Q4 North America sales fell 7%, Europe sales up 3% and Latin America sales down 2%"
Kellogg Q4 reported sales $3.22 vs. $3.32 bln a year ago,0,56,11,0,0,0,2,False,kellogg reported sale bln year ago,kellogg report sale bln year ago,Kellogg Q4 reported sales $3.22 vs. $3.32 bln a year ago
Kohl’s Plunges Most in Almost Three Years on Profit Forecast,0,60,10,0,0,0,0,False,kohl plunge almost three year profit forecast,kohl plung almost three year profit forecast,Kohl’s Plunges Most in Almost Three Years on Profit Forecast
Kohl's now sees full-year adj. EPS $4.75 to $4.95 vs. prior $5.15 to $5.45,0,74,14,0,0,0,4,False,kohl see full year adj eps prior,kohl see full year adj ep prior,Kohl's now sees full-year adj. EPS $4.75 to $4.95 vs. prior $5.15 to $5.45
Kohl's Q3 adj. EPS 74 cents; FactSet consensus 86 cents,0,55,10,0,0,0,2,False,kohl adj eps cent factset consensus cent,kohl adj ep cent factset consensus cent,Kohl's Q3 adj. EPS 74 cents; FactSet consensus 86 cents
"Liquidity Services EPS misses by $0.03, misses on revenue",0,57,9,0,0,0,1,False,liquidity service eps miss miss revenue,liquid servic ep miss miss revenu,"Liquidity Services EPS misses by $0.03, misses on revenue"
"Lovesac EPS misses by $0.04, misses on revenue",0,46,8,0,0,0,1,False,lovesac eps miss miss revenue,lovesac ep miss miss revenu,"Lovesac EPS misses by $0.04, misses on revenue"
"LRAD EPS misses by $0.01, misses on revenue",0,43,8,0,0,0,1,False,lrad eps miss miss revenue,lrad ep miss miss revenu,"LRAD EPS misses by $0.01, misses on revenue"
Macy's lowers fiscal 2019 sales and earnings guidance,0,53,8,0,0,0,1,False,macy lower fiscal sale earnings guidance,maci lower fiscal sale earn guidanc,Macy's lowers fiscal 2019 sales and earnings guidance
"Macy's lowers full-year sales guidance, now sees same-store sales down 1.5% to down 1%",0,86,14,0,0,0,2,False,macy lower full year sale guidance see store sale,maci lower full year sale guidanc see store sale,"Macy's lowers full-year sales guidance, now sees same-store sales down 1.5% to down 1%"
Macy's now sees full-year sales down 2.5% to down 2.0% vs. prior about flat,0,75,14,0,0,0,2,False,macy see full year sale prior flat,maci see full year sale prior flat,Macy's now sees full-year sales down 2.5% to down 2.0% vs. prior about flat
Macy's Q3 EPS 1 cent vs. 20 cents,0,33,8,0,0,0,2,False,macy eps cent cent,maci ep cent cent,Macy's Q3 EPS 1 cent vs. 20 cents
Macy's Q3 sales $5.173 bln vs. $5.404 bln; FactSet consensus $5.321 bln,0,71,12,0,0,0,3,False,macy sale bln bln factset consensus bln,maci sale bln bln factset consensus bln,Macy's Q3 sales $5.173 bln vs. $5.404 bln; FactSet consensus $5.321 bln
Madison Square Garden Q2 revenue $628.8 mln vs. $632.2 mln,0,58,10,0,0,0,2,False,madison square garden revenue mln mln,madison squar garden revenu mln mln,Madison Square Garden Q2 revenue $628.8 mln vs. $632.2 mln
"MAXIMUS EPS misses by $0.01, misses on revenue",0,46,8,0,0,0,1,False,maximus eps miss miss revenue,maximus ep miss miss revenu,"MAXIMUS EPS misses by $0.01, misses on revenue"
"Monte Paschi Misses Full-Year Income Target, May Cut Costs More",0,63,10,0,0,0,0,False,monte paschi miss full year income target may cut cost,mont paschi miss full year incom target may cut cost,"Monte Paschi Misses Full-Year Income Target, May Cut Costs More"
Nissan's China sales fell 12% in January as coronavirus epidemic weighs,0,71,11,0,0,0,1,False,nissan china sale fell january coronavirus epidemic weighs,nissan china sale fell januari coronavirus epidem weigh,Nissan's China sales fell 12% in January as coronavirus epidemic weighs
Nokia's surprise profit rise fails to salvage 2019 dividend,0,59,9,0,0,0,1,False,nokia surprise profit rise fails salvage dividend,nokia surpris profit rise fail salvag dividend,Nokia's surprise profit rise fails to salvage 2019 dividend
Norsk Hydro reports lower Q4 earnings on weak aluminum prices,0,61,10,0,0,0,0,False,norsk hydro report lower earnings weak aluminum price,norsk hydro report lower earn weak aluminum price,Norsk Hydro reports lower Q4 earnings on weak aluminum prices
"Oaktree Specialty Lending NII misses by $0.02, misses on total investment income",0,80,12,0,0,0,1,False,oaktree specialty lending nii miss miss total investment income,oaktre specialti lend nii miss miss total invest incom,"Oaktree Specialty Lending NII misses by $0.02, misses on total investment income"
"Oaktree Strategic Income NII misses by $0.02, misses on total investment income",0,79,12,0,0,0,1,False,oaktree strategic income nii miss miss total investment income,oaktre strateg incom nii miss miss total invest incom,"Oaktree Strategic Income NII misses by $0.02, misses on total investment income"
"Orion Energy Systems EPS misses by $0.03, misses on revenue",0,59,10,0,0,0,1,False,orion energy system eps miss miss revenue,orion energi system ep miss miss revenu,"Orion Energy Systems EPS misses by $0.03, misses on revenue"
"PagSeguro EPS misses by R$0.02, misses on revenue",0,49,8,0,0,0,1,False,pagseguro eps miss miss revenue,pagseguro ep miss miss revenu,"PagSeguro EPS misses by R$0.02, misses on revenue"
"Park City Group EPS misses by $0.01, misses on revenue",0,54,10,0,0,0,1,False,park city group eps miss miss revenue,park citi group ep miss miss revenu,"Park City Group EPS misses by $0.01, misses on revenue"
"Paschi Misses Full-Year Income Target, May Cut Costs More",0,57,9,0,0,0,0,False,paschi miss full year income target may cut cost,paschi miss full year incom target may cut cost,"Paschi Misses Full-Year Income Target, May Cut Costs More"
"Perceptron EPS misses by $0.02, misses on revenue",0,49,8,0,0,0,1,False,perceptron eps miss miss revenue,perceptron ep miss miss revenu,"Perceptron EPS misses by $0.02, misses on revenue"
Phathom Pharmaceuticals EPS of -$9.30,0,37,5,0,0,0,1,False,phathom pharmaceutical eps,phathom pharmaceut ep,Phathom Pharmaceuticals EPS of -$9.30
"Philip Morris Q4 $1.04, down 15.4%",0,34,6,0,0,0,2,False,philip morris,philip morri,"Philip Morris Q4 $1.04, down 15.4%"
Pyxus International misses on revenue,0,37,5,0,0,0,0,False,pyxus international miss revenue,pyxus intern miss revenu,Pyxus International misses on revenue
"Q3 Results: India Inc.’s Revenue Contracts In The Worst Show In 16 Quarters, Says ICRA ",0,87,15,0,0,0,1,False,result india inc revenue contract worst show quarter say icra,result india inc revenu contract worst show quarter say icra,"Q3 Results: India Inc.’s Revenue Contracts In The Worst Show In 16 Quarters, Says ICRA"
"Royal Caribbean cuts earnings guidance, warns more cruises may be canceled amid coronavirus uncertainty",0,103,14,0,0,0,0,False,royal caribbean cut earnings guidance warns cruise may canceled amid coronavirus uncertainty,royal caribbean cut earn guidanc warn cruis may cancel amid coronavirus uncertainti,"Royal Caribbean cuts earnings guidance, warns more cruises may be canceled amid coronavirus uncertainty"
RYB Education EPS misses by $0.01,0,33,6,0,0,0,1,False,ryb education eps miss,ryb educ ep miss,RYB Education EPS misses by $0.01
"Sally Beauty EPS misses by $0.09, misses on revenue",0,51,9,0,0,0,1,False,sally beauty eps miss miss revenue,salli beauti ep miss miss revenu,"Sally Beauty EPS misses by $0.09, misses on revenue"
"Sun Pharma Q3 Results: Profit Falls 27% On Higher Costs, Lower Other Income",0,75,13,0,0,0,1,False,sun pharma result profit fall higher cost lower income,sun pharma result profit fall higher cost lower incom,"Sun Pharma Q3 Results: Profit Falls 27% On Higher Costs, Lower Other Income"
"Suzuki considers China supply options, third-quarter profit falls 11%",0,69,9,0,0,0,1,False,suzuki considers china supply option third quarter profit fall,suzuki consid china suppli option third quarter profit fall,"Suzuki considers China supply options, third-quarter profit falls 11%"
Tata Steel Q3 Results: Surprise Loss As Weak Demand Conditions Persist,0,70,11,0,0,0,0,False,tata steel result surprise loss weak demand condition persist,tata steel result surpris loss weak demand condit persist,Tata Steel Q3 Results: Surprise Loss As Weak Demand Conditions Persist
"The Brink's EPS misses by $0.05, misses on revenue",0,50,9,0,0,0,1,False,brink eps miss miss revenue,brink ep miss miss revenu,"The Brink's EPS misses by $0.05, misses on revenue"
"Ubiquiti EPS misses by $0.06, misses on revenue",0,47,8,0,0,0,1,False,ubiquiti eps miss miss revenue,ubiqu ep miss miss revenu,"Ubiquiti EPS misses by $0.06, misses on revenue"
Vans parent VF Corp. says China stores still open have seen 'significant' declines in retail traffic,0,100,16,0,0,0,0,False,van parent corp say china store still open seen significant decline retail traffic,van parent corp say china store still open seen signific declin retail traffic,Vans parent VF Corp. says China stores still open have seen 'significant' declines in retail traffic
"Yum Brands misses same-store sales, profit estimates as Pizza Hut battles rivals",0,80,12,0,0,0,0,False,yum brand miss store sale profit estimate pizza hut battle rival,yum brand miss store sale profit estim pizza hut battl rival,"Yum Brands misses same-store sales, profit estimates as Pizza Hut battles rivals"
Yum Brands Q4 Pizza Hut same-store sales down 2%; FactSet consensus down 0.9%,0,77,13,0,0,0,2,False,yum brand pizza hut store sale factset consensus,yum brand pizza hut store sale factset consensus,Yum Brands Q4 Pizza Hut same-store sales down 2%; FactSet consensus down 0.9%
"$AEMD - Aethlon Medical EPS beats by $0.75, beats on revenue https://t.co/010hL27i2z",1,84,12,0,0,1,1,True,ticker aethlon medical eps beat beat revenue,ticker aethlon medic ep beat beat revenu,"$AEMD - Aethlon Medical EPS beats by $0.75, beats on revenue"
"$AIN - Albany EPS beats by $0.24, beats on revenue https://t.co/e19wrZu3pi",1,74,11,0,0,1,1,True,ticker albany eps beat beat revenue,ticker albani ep beat beat revenu,"$AIN - Albany EPS beats by $0.24, beats on revenue"
$AIRB - Airbnb had $46M profit in 2018 https://t.co/l5EocIGKBn,1,62,9,0,0,1,1,True,ticker airbnb profit,ticker airbnb profit,$AIRB - Airbnb had $46M profit in 2018
$AMGDF - Aston Martin revs higher again https://t.co/UrO6ZVkNgb,1,63,8,0,0,1,0,True,ticker aston martin rev higher,ticker aston martin rev higher,$AMGDF - Aston Martin revs higher again
"$AMKR - Amkor Technology EPS beats by $0.18, beats on revenue https://t.co/A5MDjQ8u4o",1,85,12,0,0,1,1,True,ticker amkor technology eps beat beat revenue,ticker amkor technolog ep beat beat revenu,"$AMKR - Amkor Technology EPS beats by $0.18, beats on revenue"
"$ASPU - Aspen EPS beats by $0.04, beats on revenue https://t.co/ofwVhc5WIa",1,74,11,0,0,1,1,True,ticker aspen eps beat beat revenue,ticker aspen ep beat beat revenu,"$ASPU - Aspen EPS beats by $0.04, beats on revenue"
"$BLKB - Blackbaud EPS beats by $0.01, beats on revenue https://t.co/E01iD1EOTN",1,78,11,0,0,1,1,True,ticker blackbaud eps beat beat revenue,ticker blackbaud ep beat beat revenu,"$BLKB - Blackbaud EPS beats by $0.01, beats on revenue"
$BPMX - BioPharmX EPS beats by $0.08 https://t.co/a24eRxnUtl,1,60,8,0,0,1,1,True,ticker biopharmx eps beat,ticker biopharmx ep beat,$BPMX - BioPharmX EPS beats by $0.08
$BWAY - Brainsway beats on revenue https://t.co/Z7DTciSrnJ,1,58,7,0,0,1,0,True,ticker brainsway beat revenue,ticker brainsway beat revenu,$BWAY - Brainsway beats on revenue
"$DAC - Danaos EPS beats by $0.34, beats on revenue https://t.co/yFKaraCaET",1,74,11,0,0,1,1,True,ticker danaos eps beat beat revenue,ticker danao ep beat beat revenu,"$DAC - Danaos EPS beats by $0.34, beats on revenue"
"$ESEA - Euroseas EPS beats by $0.02, beats on revenue https://t.co/DLAdR96vZr",1,77,11,0,0,1,1,True,ticker euroseas eps beat beat revenue,ticker eurosea ep beat beat revenu,"$ESEA - Euroseas EPS beats by $0.02, beats on revenue"
"$EXFO - EXFO EPS in-line, beats on revenue https://t.co/hb8Thd9Jt9",1,66,9,0,0,1,0,True,ticker exfo eps line beat revenue,ticker exfo ep line beat revenu,"$EXFO - EXFO EPS in-line, beats on revenue"
"$FLDM - Fluidigm EPS beats by $0.06, beats on revenue https://t.co/LucTN2sruO",1,77,11,0,0,1,1,True,ticker fluidigm eps beat beat revenue,ticker fluidigm ep beat beat revenu,"$FLDM - Fluidigm EPS beats by $0.06, beats on revenue"
$GBDC: Golub Capital beats by $0.01 https://t.co/TOtzF4cD2E,1,59,7,0,0,1,1,True,ticker golub capital beat,ticker golub capit beat,$GBDC: Golub Capital beats by $0.01
"$GPRE - Green Plains EPS beats by $0.15, beats on revenue https://t.co/CjP6xNSRUg",1,81,12,0,0,1,1,True,ticker green plain eps beat beat revenue,ticker green plain ep beat beat revenu,"$GPRE - Green Plains EPS beats by $0.15, beats on revenue"
$HSC - Harsco Q1 adjusted EBITDA to be above expectations https://t.co/OWUUn34GRf,1,81,11,0,0,1,0,True,ticker harsco adjusted ebitda expectation,ticker harsco adjust ebitda expect,$HSC - Harsco Q1 adjusted EBITDA to be above expectations
$HSC: Harsco sees Q1 adjusted EBITDA at high end of guidance range of $43-48 mln https://t.co/zPAYN0OUmX,1,104,16,0,0,1,2,True,ticker harsco see adjusted ebitda high end guidance range mln,ticker harsco see adjust ebitda high end guidanc rang mln,$HSC: Harsco sees Q1 adjusted EBITDA at high end of guidance range of $43-48 mln
"$ICMB - Investcorp Credit Management BDC NII beats by $0.01, beats on total investment income https://t.co/Jcktujzxj7",1,117,16,0,0,1,1,True,ticker investcorp credit management bdc nii beat beat total investment income,ticker investcorp credit manag bdc nii beat beat total invest incom,"$ICMB - Investcorp Credit Management BDC NII beats by $0.01, beats on total investment income"
"$IIIV - i3 Verticals EPS beats by $0.01, beats on revenue https://t.co/cEjYbNXuv3",1,81,12,0,0,1,1,True,ticker vertical eps beat beat revenue,ticker vertic ep beat beat revenu,"$IIIV - i3 Verticals EPS beats by $0.01, beats on revenue"
"$JEC: Jacobs beats by $0.17, beats on revs; initiates $250 mln accelerated share repurchase program, offers FY20... https://t.co/ZxgIFkvjsk",1,139,18,0,0,1,2,True,ticker jacob beat beat rev initiate mln accelerated share repurchase program offer,ticker jacob beat beat rev initi mln acceler share repurchas program offer,"$JEC: Jacobs beats by $0.17, beats on revs; initiates $250 mln accelerated share repurchase program, offers FY20..."
"$KMPR - Kemper EPS beats by $0.04, beats on revenue https://t.co/Y857wVjFvU",1,75,11,0,0,1,1,True,ticker kemper eps beat beat revenue,ticker kemper ep beat beat revenu,"$KMPR - Kemper EPS beats by $0.04, beats on revenue"
"$LEVI - Levi Strauss EPS beats by $0.05, beats on revenue https://t.co/UfIyY92vC5",1,81,12,0,0,1,1,True,ticker levi strauss eps beat beat revenue,ticker levi strauss ep beat beat revenu,"$LEVI - Levi Strauss EPS beats by $0.05, beats on revenue"
"$LEVI: Levi Strauss beats by $0.05, beats on revs https://t.co/UVVXSs6w1S",1,73,10,0,0,1,1,True,ticker levi strauss beat beat rev,ticker levi strauss beat beat rev,"$LEVI: Levi Strauss beats by $0.05, beats on revs"
$LLNW: Limelight Networks issues in-line 2020 guidance https://t.co/EkPmoLUAxU,1,78,8,0,0,1,1,True,ticker limelight network issue line guidance,ticker limelight network issu line guidanc,$LLNW: Limelight Networks issues in-line 2020 guidance
"$LMNX - Luminex EPS beats by $0.08, beats on revenue https://t.co/hrQ2MpDLWX",1,76,11,0,0,1,1,True,ticker luminex eps beat beat revenue,ticker luminex ep beat beat revenu,"$LMNX - Luminex EPS beats by $0.08, beats on revenue"
"$LNN: Lindsay Corp beats by $0.04, reports revs in-line https://t.co/DRuphR9XZM",1,79,10,0,0,1,1,True,ticker lindsay corp beat report rev line,ticker lindsay corp beat report rev line,"$LNN: Lindsay Corp beats by $0.04, reports revs in-line"
"$OLLI - Ollie's Bargain Outlet EPS beats by $0.03, beats on revenue https://t.co/hgb3KCVBXc",1,91,13,0,0,1,1,True,ticker ollie bargain outlet eps beat beat revenue,ticker olli bargain outlet ep beat beat revenu,"$OLLI - Ollie's Bargain Outlet EPS beats by $0.03, beats on revenue"
"$OMF - OneMain Holdings EPS beats by $0.21, beats on revenue https://t.co/wjkkgO3kFK",1,84,12,0,0,1,1,True,ticker onemain holding eps beat beat revenue,ticker onemain hold ep beat beat revenu,"$OMF - OneMain Holdings EPS beats by $0.21, beats on revenue"
"$PLAY - Dave & Buster's EPS beats by $0.03, beats on revenue https://t.co/b9vKnTeu3n",1,84,13,0,0,1,1,True,ticker dave buster eps beat beat revenue,ticker dave buster ep beat beat revenu,"$PLAY - Dave & Buster's EPS beats by $0.03, beats on revenue"
$PRGO: Perrigo reports preliminary 1Q20 revenue above consensus estimate; does not modify full-year guidance https://t.co/2YcDQYw1D7,1,132,15,0,0,1,0,True,ticker perrigo report preliminary revenue consensus estimate modify full year guidance,ticker perrigo report preliminari revenu consensus estim modifi full year guidanc,$PRGO: Perrigo reports preliminary 1Q20 revenue above consensus estimate; does not modify full-year guidance
"$PSEC - Prospect Capital NII in-line, beats on total investment income https://t.co/IdAmd6b7Bt",1,94,12,0,0,1,0,True,ticker prospect capital nii line beat total investment income,ticker prospect capit nii line beat total invest incom,"$PSEC - Prospect Capital NII in-line, beats on total investment income"
"$RE - Everest Re Group EPS beats by $0.62, beats on revenue https://t.co/3aNCFnmoIl",1,83,13,0,0,1,1,True,ticker everest group eps beat beat revenue,ticker everest group ep beat beat revenu,"$RE - Everest Re Group EPS beats by $0.62, beats on revenue"
"$RNG - RingCentral EPS beats by $0.01, beats on revenue https://t.co/ObtDrGnFq4",1,79,11,0,0,1,1,True,ticker ringcentral eps beat beat revenue,ticker ringcentr ep beat beat revenu,"$RNG - RingCentral EPS beats by $0.01, beats on revenue"
"$RPD - Rapid7 EPS beats by $0.04, beats on revenue https://t.co/zMx8d8HExw",1,74,11,0,0,1,1,True,ticker rapid eps beat beat revenue,ticker rapid ep beat beat revenu,"$RPD - Rapid7 EPS beats by $0.04, beats on revenue"
